Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,strain,tissue
SRR12868629,RNA-Seq,300,11762507700,PRJNA669810,SAMN16458376,Model organism or animal,3636468858,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334755,Illumina NovaSeq 6000,NIC514_GZ_B2_G3_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:07:00Z,1,NIC514_GZ_B2_G3_GZpool_03_2019,hermaphrodite,SRP288011,NIC514,whole animals
SRR12868630,RNA-Seq,300,8385465300,PRJNA669810,SAMN16458375,Model organism or animal,2526637886,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334754,Illumina NovaSeq 6000,NIC514_GZ_B2_C4_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:05:00Z,1,NIC514_GZ_B2_C4_GZpool_01_2019,hermaphrodite,SRP288011,NIC514,whole animals
SRR12868631,RNA-Seq,300,10079910900,PRJNA669810,SAMN16458374,Model organism or animal,3073751908,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334753,Illumina NovaSeq 6000,NIC513_GZ_B6_E9_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:08:00Z,1,NIC513_GZ_B6_E9_GZpool_06_2019,hermaphrodite,SRP288011,NIC513,whole animals
SRR12868632,RNA-Seq,300,8940827700,PRJNA669810,SAMN16458373,Model organism or animal,2769985490,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334752,Illumina NovaSeq 6000,NIC513_GZ_B6_C4_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:12:00Z,1,NIC513_GZ_B6_C4_GZpool_04_2019,hermaphrodite,SRP288011,NIC513,whole animals
SRR12868633,RNA-Seq,300,14070917400,PRJNA669810,SAMN16458372,Model organism or animal,4384072608,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334751,Illumina NovaSeq 6000,NIC513_GZ_B2_A2_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:22:00Z,1,NIC513_GZ_B2_A2_GZpool_01_2019,hermaphrodite,SRP288011,NIC513,whole animals
SRR12868634,RNA-Seq,300,10179918000,PRJNA669810,SAMN16458371,Model organism or animal,3083853071,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334750,Illumina NovaSeq 6000,NIC511_GZm_B1_G9_GZpool_0107_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:09:00Z,1,NIC511_GZm_B1_G9_GZpool_0107_2020,hermaphrodite,SRP288011,NIC511,whole animals
SRR12868635,RNA-Seq,300,8711194800,PRJNA669810,SAMN16457885,Model organism or animal,2714812728,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334749,Illumina NovaSeq 6000,ECA189_GZ_B7_I8_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:10:00Z,1,ECA189_GZ_B7_I8_GZpool_04_2019,hermaphrodite,SRP288011,ECA189,whole animals
SRR12868636,RNA-Seq,300,14319398700,PRJNA669810,SAMN16458370,Model organism or animal,4345625540,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334748,Illumina NovaSeq 6000,NIC511_GZ_B6_H5_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:11:00Z,1,NIC511_GZ_B6_H5_GZpool_06_2019,hermaphrodite,SRP288011,NIC511,whole animals
SRR12868637,RNA-Seq,300,7334908500,PRJNA669810,SAMN16458369,Model organism or animal,2274881705,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334747,Illumina NovaSeq 6000,NIC511_GZ_B6_E8_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:07:00Z,1,NIC511_GZ_B6_E8_GZpool_04_2019,hermaphrodite,SRP288011,NIC511,whole animals
SRR12868638,RNA-Seq,300,10646560500,PRJNA669810,SAMN16458368,Model organism or animal,3254112234,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334746,Illumina NovaSeq 6000,NIC501_GZ_B6_E7_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:10:00Z,1,NIC501_GZ_B6_E7_GZpool_06_2019,hermaphrodite,SRP288011,NIC501,whole animals
SRR12868639,RNA-Seq,300,6161532900,PRJNA669810,SAMN16458367,Model organism or animal,1911760193,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334745,Illumina NovaSeq 6000,NIC501_GZ_B6_C3_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:08:00Z,1,NIC501_GZ_B6_C3_GZpool_04_2019,hermaphrodite,SRP288011,NIC501,whole animals
SRR12868640,RNA-Seq,300,7383465600,PRJNA669810,SAMN16458366,Model organism or animal,2241794715,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334744,Illumina NovaSeq 6000,NIC501_GZ_B1_G8_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:08:00Z,1,NIC501_GZ_B1_G8_GZpool_01_2019,hermaphrodite,SRP288011,NIC501,whole animals
SRR12868641,RNA-Seq,300,9176832900,PRJNA669810,SAMN16458365,Model organism or animal,2803566023,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334743,Illumina NovaSeq 6000,NIC3_GZ_B7_H7_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:08:00Z,1,NIC3_GZ_B7_H7_GZpool_06_2019,hermaphrodite,SRP288011,NIC3,whole animals
SRR12868642,RNA-Seq,300,5992844700,PRJNA669810,SAMN16458213,Model organism or animal,1810313700,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334742,Illumina NovaSeq 6000,JU440_GZ_B1_I6_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:04:00Z,1,JU440_GZ_B1_I6_GZpool_01_2019,hermaphrodite,SRP288011,JU440,whole animals
SRR12868643,RNA-Seq,300,8751105000,PRJNA669810,SAMN16458212,Model organism or animal,2638735464,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334741,Illumina NovaSeq 6000,JU406_GZr_B3_B8_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:15:00Z,1,JU406_GZr_B3_B8_GZpool_07_2020,hermaphrodite,SRP288011,JU406,whole animals
SRR12868644,RNA-Seq,300,8440597800,PRJNA669810,SAMN16458211,Model organism or animal,2588308581,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334740,Illumina NovaSeq 6000,JU406_GZ_B5_E9_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:10:00Z,1,JU406_GZ_B5_E9_GZpool_06_2019,hermaphrodite,SRP288011,JU406,whole animals
SRR12868645,RNA-Seq,300,9941072400,PRJNA669810,SAMN16457869,Model organism or animal,3053857160,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334739,Illumina NovaSeq 6000,CX11307_GZr_B5_D7_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:07:00Z,1,CX11307_GZr_B5_D7_GZpool_08_2020,hermaphrodite,SRP288011,CX11307,whole animals
SRR12868646,RNA-Seq,300,9590682300,PRJNA669810,SAMN16458210,Model organism or animal,3003986891,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334738,Illumina NovaSeq 6000,JU406_GZ_B3_E5_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:10:00Z,1,JU406_GZ_B3_E5_GZpool_03_2019,hermaphrodite,SRP288011,JU406,whole animals
SRR12868647,RNA-Seq,300,8290592100,PRJNA669810,SAMN16458209,Model organism or animal,2537565334,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334737,Illumina NovaSeq 6000,JU397_GZr_B5_I1_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:11:00Z,1,JU397_GZr_B5_I1_GZpool_08_2020,hermaphrodite,SRP288011,JU397,whole animals
SRR12868648,RNA-Seq,300,9942612300,PRJNA669810,SAMN16458208,Model organism or animal,3001836608,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334736,Illumina NovaSeq 6000,JU397_GZ_B7_F8_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:11:00Z,1,JU397_GZ_B7_F8_GZpool_06_2019,hermaphrodite,SRP288011,JU397,whole animals
SRR12868649,RNA-Seq,300,16917009300,PRJNA669810,SAMN16458207,Model organism or animal,5238326262,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334735,Illumina NovaSeq 6000,JU397_GZ_B7_D1_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:34:00Z,1,JU397_GZ_B7_D1_GZpool_04_2019,hermaphrodite,SRP288011,JU397,whole animals
SRR12868650,RNA-Seq,300,8152143900,PRJNA669810,SAMN16458206,Model organism or animal,2486558636,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334734,Illumina NovaSeq 6000,JU394_GZr_B2_I2_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:14:00Z,1,JU394_GZr_B2_I2_GZpool_07_2020,hermaphrodite,SRP288011,JU394,whole animals
SRR12868651,RNA-Seq,300,11066586900,PRJNA669810,SAMN16458205,Model organism or animal,3384456823,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334733,Illumina NovaSeq 6000,JU394_GZ_B5_E8_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:19:00Z,1,JU394_GZ_B5_E8_GZpool_06_2019,hermaphrodite,SRP288011,JU394,whole animals
SRR12868652,RNA-Seq,300,10079814000,PRJNA669810,SAMN16458204,Model organism or animal,3086723951,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334732,Illumina NovaSeq 6000,JU394_GZ_B3_E4_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:12:00Z,1,JU394_GZ_B3_E4_GZpool_03_2019,hermaphrodite,SRP288011,JU394,whole animals
SRR12868653,RNA-Seq,300,8791356000,PRJNA669810,SAMN16458203,Model organism or animal,2687608281,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334731,Illumina NovaSeq 6000,JU367_GZm_B3_E3_GZpool_0307_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:16:00Z,1,JU367_GZm_B3_E3_GZpool_0307_2020,hermaphrodite,SRP288011,JU367,whole animals
SRR12868654,RNA-Seq,300,7641830100,PRJNA669810,SAMN16458202,Model organism or animal,2311839209,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334730,Illumina NovaSeq 6000,JU367_GZr_B2_I1_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:14:00Z,1,JU367_GZr_B2_I1_GZpool_07_2020,hermaphrodite,SRP288011,JU367,whole animals
SRR12868655,RNA-Seq,300,8786993100,PRJNA669810,SAMN16458201,Model organism or animal,2676224196,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334729,Illumina NovaSeq 6000,JU367_GZ_B3_H5_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:12:00Z,1,JU367_GZ_B3_H5_GZpool_05_2019,hermaphrodite,SRP288011,JU367,whole animals
SRR12868656,RNA-Seq,300,9578842500,PRJNA669810,SAMN16457868,Model organism or animal,2933820615,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334728,Illumina NovaSeq 6000,CX11307_GZ_B7_E6_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:22:00Z,1,CX11307_GZ_B7_E6_GZpool_06_2019,hermaphrodite,SRP288011,CX11307,whole animals
SRR12868657,RNA-Seq,300,12836434500,PRJNA669810,SAMN16458200,Model organism or animal,3950356106,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334727,Illumina NovaSeq 6000,JU360_GZm_B1_E2_GZpool_0108_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:23:00Z,1,JU360_GZm_B1_E2_GZpool_0108_2020,hermaphrodite,SRP288011,JU360,whole animals
SRR12868658,RNA-Seq,300,9405465300,PRJNA669810,SAMN16458199,Model organism or animal,2819789581,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334726,Illumina NovaSeq 6000,JU360_GZ_B4_G2_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:11:00Z,1,JU360_GZ_B4_G2_GZpool_05_2019,hermaphrodite,SRP288011,JU360,whole animals
SRR12868659,RNA-Seq,300,7778039400,PRJNA669810,SAMN16458198,Model organism or animal,2409998741,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334725,Illumina NovaSeq 6000,JU360_GZ_B4_A7_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:25:00Z,1,JU360_GZ_B4_A7_GZpool_04_2019,hermaphrodite,SRP288011,JU360,whole animals
SRR12868660,RNA-Seq,300,7940354700,PRJNA669810,SAMN16458197,Model organism or animal,2437852202,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334724,Illumina NovaSeq 6000,JU346_GZr_B4_A6_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:15:00Z,1,JU346_GZr_B4_A6_GZpool_08_2020,hermaphrodite,SRP288011,JU346,whole animals
SRR12868661,RNA-Seq,300,10776425100,PRJNA669810,SAMN16458196,Model organism or animal,3279018587,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334723,Illumina NovaSeq 6000,JU346_GZ_B7_H9_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:16:00Z,1,JU346_GZ_B7_H9_GZpool_06_2019,hermaphrodite,SRP288011,JU346,whole animals
SRR12868662,RNA-Seq,300,6907089600,PRJNA669810,SAMN16458195,Model organism or animal,2164637155,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334722,Illumina NovaSeq 6000,JU346_GZ_B4_G1_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:09:00Z,1,JU346_GZ_B4_G1_GZpool_04_2019,hermaphrodite,SRP288011,JU346,whole animals
SRR12868663,RNA-Seq,300,11945658900,PRJNA669810,SAMN16458194,Model organism or animal,3623739671,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334721,Illumina NovaSeq 6000,JU323_GZ_B4_F9_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:36:00Z,1,JU323_GZ_B4_F9_GZpool_05_2019,hermaphrodite,SRP288011,JU323,whole animals
SRR12868664,RNA-Seq,300,9479454600,PRJNA669810,SAMN16458193,Model organism or animal,2954690304,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334720,Illumina NovaSeq 6000,JU323_GZ_B4_A5_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:20:00Z,1,JU323_GZ_B4_A5_GZpool_03_2019,hermaphrodite,SRP288011,JU323,whole animals
SRR12868665,RNA-Seq,300,14216523300,PRJNA669810,SAMN16458192,Model organism or animal,4306515199,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334719,Illumina NovaSeq 6000,JU323_GZ_B1_E1_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:23:00Z,1,JU323_GZ_B1_E1_GZpool_01_2019,hermaphrodite,SRP288011,JU323,whole animals
SRR12868666,RNA-Seq,300,6273573900,PRJNA669810,SAMN16458039,Model organism or animal,1945668869,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334718,Illumina NovaSeq 6000,JU1792_GZ_B7_H5_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:13:00Z,1,JU1792_GZ_B7_H5_GZpool_04_2019,hermaphrodite,SRP288011,JU1792,whole animals
SRR12868667,RNA-Seq,300,10223938200,PRJNA669810,SAMN16458191,Model organism or animal,3094571323,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334670,Illumina NovaSeq 6000,JU3144_GZ_B5_A2_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:20:00Z,1,JU3144_GZ_B5_A2_GZpool_05_2019,hermaphrodite,SRP288011,JU3144,whole animals
SRR12868668,RNA-Seq,300,9415916400,PRJNA669810,SAMN16458038,Model organism or animal,2907923066,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334717,Illumina NovaSeq 6000,JU1666_GZr_B1_I2_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:32:00Z,1,JU1666_GZr_B1_I2_GZpool_08_2020,hermaphrodite,SRP288011,JU1666,whole animals
SRR12868669,RNA-Seq,300,8980973700,PRJNA669810,SAMN16458037,Model organism or animal,2713925525,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334716,Illumina NovaSeq 6000,JU1666_GZ_B3_B2_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:11:00Z,1,JU1666_GZ_B3_B2_GZpool_05_2019,hermaphrodite,SRP288011,JU1666,whole animals
SRR12868670,RNA-Seq,300,11066757900,PRJNA669810,SAMN16458036,Model organism or animal,3350704723,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334715,Illumina NovaSeq 6000,JU1666_GZ_B1_A5_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:13:00Z,1,JU1666_GZ_B1_A5_GZpool_01_2019,hermaphrodite,SRP288011,JU1666,whole animals
SRR12868671,RNA-Seq,300,8836017900,PRJNA669810,SAMN16458035,Model organism or animal,2729812370,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334714,Illumina NovaSeq 6000,JU1652_GZr_B5_H3_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:13:00Z,1,JU1652_GZr_B5_H3_GZpool_08_2020,hermaphrodite,SRP288011,JU1652,whole animals
SRR12868672,RNA-Seq,300,9055782600,PRJNA669810,SAMN16458034,Model organism or animal,2790412026,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334713,Illumina NovaSeq 6000,JU1652_GZ_B7_G7_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:19:00Z,1,JU1652_GZ_B7_G7_GZpool_06_2019,hermaphrodite,SRP288011,JU1652,whole animals
SRR12868673,RNA-Seq,300,6699003300,PRJNA669810,SAMN16458033,Model organism or animal,2062507236,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334712,Illumina NovaSeq 6000,JU1652_GZ_B6_D5_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:12:00Z,1,JU1652_GZ_B6_D5_GZpool_04_2019,hermaphrodite,SRP288011,JU1652,whole animals
SRR12868674,RNA-Seq,300,6840751800,PRJNA669810,SAMN16458032,Model organism or animal,2046513628,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334711,Illumina NovaSeq 6000,JU1586_GZ_B8_I1_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:09:00Z,1,JU1586_GZ_B8_I1_GZpool_07_2020,hermaphrodite,SRP288011,JU1586,whole animals
